date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2022-01-04,sh.000001,3649.1510,3651.8924,3610.0922,3632.3289,3639.7754,40502776900,510251060624.8000,3,1.040575,1,-0.204587,0
2022-01-05,sh.000001,3628.2634,3628.2634,3583.4668,3595.1761,3632.3289,42390202800,538963631684.2000,3,1.088995,1,-1.022837,0
2022-01-06,sh.000001,3581.2184,3594.4890,3559.8803,3586.0792,3595.1761,37154054300,474284290005.4000,3,0.954461,1,-0.253031,0
2022-01-07,sh.000001,3588.9851,3607.2316,3577.0976,3579.5427,3586.0792,43630696100,502891435426.0000,3,1.120828,1,-0.182274,0
2022-01-10,sh.000001,3572.7434,3593.5187,3555.1255,3593.5187,3579.5427,35622261000,443400848592.4000,3,0.000000,1,0.390441,0
2022-01-11,sh.000001,3589.9043,3602.1454,3562.7541,3567.4409,3593.5187,35976186300,441300566933.6000,3,0.923829,1,-0.725690,0
2022-01-12,sh.000001,3578.1629,3599.4993,3572.0965,3597.4321,3567.4409,34313295600,435817892979.5000,3,0.880593,1,0.840692,0
2022-01-13,sh.000001,3601.0265,3601.0725,3555.1576,3555.2585,3597.4321,36936836500,457005419279.0000,3,0.947903,1,-1.172325,0
2022-01-14,sh.000001,3544.0652,3548.4204,3519.3222,3521.2559,3555.2585,37693702400,463197641865.6000,3,0.967308,1,-0.956403,0
2022-01-17,sh.000001,3522.0851,3546.0853,3519.4257,3541.6660,3521.2559,31288673300,438272981569.4000,3,0.802864,1,0.579626,0
2022-01-18,sh.000001,3541.8899,3579.3126,3531.3295,3569.9144,3541.6660,37714643500,470832038609.3000,3,0.967691,1,0.797602,0
2022-01-19,sh.000001,3567.6309,3578.7348,3541.6619,3558.1796,3569.9144,33323526900,420763364209.5000,3,0.854765,1,-0.328714,0
2022-01-20,sh.000001,3556.2262,3576.2594,3540.5545,3555.0629,3558.1796,37950984600,459701843414.5000,3,0.973418,1,-0.087593,0
2022-01-21,sh.000001,3546.7495,3547.0003,3514.8853,3522.5679,3555.0629,32653488000,417768922557.8000,3,0.836699,1,-0.914049,0
2022-01-24,sh.000001,3508.2441,3531.6081,3500.1391,3524.1050,3522.5679,28026834200,358009694270.3000,3,0.717552,1,0.043636,0
2022-01-25,sh.000001,3509.2847,3519.8334,3433.0612,3433.0612,3524.1050,32735381300,383727737453.7000,3,0.838071,1,-2.583459,0
2022-01-26,sh.000001,3442.6916,3462.1233,3417.7585,3455.6679,3433.0612,27512282800,338312361452.2000,3,0.704352,1,0.658500,0
2022-01-27,sh.000001,3456.1021,3456.3630,3392.0154,3394.2474,3455.6679,28060653400,346533957923.7000,3,0.718099,1,-1.777384,0
2022-01-28,sh.000001,3407.5933,3417.0453,3356.5558,3361.4397,3394.2474,29085525700,353774612581.0000,3,0.744312,1,-0.966568,0
2022-02-07,sh.000001,3407.7621,3434.0256,3407.7621,3429.5809,3361.4397,32048521100,357140422916.9000,3,0.819752,1,2.027143,0
2022-02-08,sh.000001,3428.5424,3453.1863,3390.4578,3452.6288,3429.5809,36609386500,387969865736.4000,3,0.936204,1,0.672033,0
2022-02-09,sh.000001,3450.8180,3484.7390,3444.0848,3479.9458,3452.6288,35024993600,393719989770.0000,3,0.895523,1,0.791194,0
2022-02-10,sh.000001,3481.9101,3488.8552,3464.2169,3485.9071,3479.9458,35566626700,404969419399.4000,3,0.909368,1,0.171304,0
2022-02-11,sh.000001,3472.2757,3500.1471,3459.3299,3462.9479,3485.9071,36135609000,426297923498.3000,3,0.923915,1,-0.658629,0
2022-02-14,sh.000001,3451.8468,3457.2645,3415.4463,3428.8821,3462.9479,31527444800,361677855097.5000,3,0.806062,1,-0.983723,0
2022-02-15,sh.000001,3428.0447,3447.4917,3421.6403,3446.0885,3428.8821,27555932200,341638876451.7000,3,0.704237,1,0.501808,0
2022-02-16,sh.000001,3457.0730,3475.0576,3453.8014,3465.8305,3446.0885,27499391300,325563412529.2000,3,0.702792,1,0.572881,0
2022-02-17,sh.000001,3464.2091,3480.9719,3454.2767,3468.0354,3465.8305,29726268200,355783125696.6000,3,0.759711,1,0.063618,0
2022-02-18,sh.000001,3451.6318,3490.7573,3447.0273,3490.7573,3468.0354,29514996300,327220393283.1000,3,0.754294,1,0.655181,0
2022-02-21,sh.000001,3488.4057,3492.1994,3471.6858,3490.6123,3490.7573,30154174000,345398586146.4000,3,0.770301,1,-0.004154,0
2022-02-22,sh.000001,3473.2874,3473.3931,3437.6717,3457.1460,3490.6123,32627948400,387678927613.7000,3,0.833422,1,-0.958752,0
2022-02-23,sh.000001,3458.5139,3490.7633,3458.1795,3489.1465,3457.1460,32560489500,415630339823.4000,3,0.831435,1,0.925633,0
2022-02-24,sh.000001,3474.3692,3486.9773,3400.2136,3429.9564,3489.1465,48835490100,569794044219.7000,3,1.246940,1,-1.696406,0
2022-02-25,sh.000001,3445.3361,3480.1756,3440.9339,3451.4061,3429.9564,37754255600,441659490622.0000,3,0.963915,1,0.625364,0
2022-02-28,sh.000001,3450.3155,3462.3064,3425.5162,3462.3064,3451.4061,34583838800,413804526723.6000,3,0.882956,1,0.315822,0
2022-03-01,sh.000001,3471.3646,3491.1317,3465.7154,3488.8347,3462.3064,32600166200,412562471160.4000,3,0.831845,1,0.766203,0
2022-03-02,sh.000001,3478.2925,3486.6206,3466.9999,3484.1916,3488.8347,32936768400,380143816188.0000,3,0.840394,1,-0.133085,0
2022-03-03,sh.000001,3495.9280,3500.2872,3473.3376,3481.1125,3484.1916,41259428900,443621777161.5000,3,1.052741,1,-0.088373,0
2022-03-04,sh.000001,3459.9845,3474.8816,3437.6964,3447.6490,3481.1125,39352658100,430669055303.2000,3,1.004068,1,-0.961288,0
2022-03-07,sh.000001,3438.5602,3438.5602,3360.7393,3372.8552,3447.6490,39358899900,458156894790.9000,3,1.004007,1,-2.169415,0
2022-03-08,sh.000001,3372.5546,3383.6326,3287.3412,3293.5301,3372.8552,41592676600,485623581003.9000,3,1.060886,1,-2.351868,0
2022-03-09,sh.000001,3303.7060,3321.4811,3147.6768,3256.3884,3293.5301,46628556900,519833299622.0000,3,1.189232,1,-1.127717,0
2022-03-10,sh.000001,3312.1789,3326.5827,3291.2352,3296.0922,3256.3884,37833637600,466084008360.9000,3,0.964681,1,1.219259,0
2022-03-11,sh.000001,3259.3227,3315.6603,3217.4185,3309.7467,3296.0922,38406712700,458687054696.0000,3,0.979186,1,0.414263,0
2022-03-14,sh.000001,3271.8902,3297.7973,3223.5328,3223.5328,3309.7467,33796868700,418055596108.9000,3,0.861692,1,-2.604849,0
2022-03-15,sh.000001,3192.3637,3196.9161,3063.9652,3063.9652,3223.5328,46503716400,508158410060.0000,3,1.185706,1,-4.950085,0
2022-03-16,sh.000001,3107.6690,3177.7882,3023.3045,3170.7103,3063.9652,44466718900,522305342485.2000,3,1.133724,1,3.483887,0
2022-03-17,sh.000001,3215.0105,3260.1673,3202.9337,3215.0445,3170.7103,42081345800,532549484015.7000,3,1.072890,1,1.398242,0
2022-03-18,sh.000001,3207.1522,3260.7829,3197.3578,3251.0724,3215.0445,37303561100,428415081636.7000,3,0.951029,1,1.120603,0
2022-03-21,sh.000001,3255.6152,3267.4982,3223.3892,3253.6857,3251.0724,35422848800,421076289728.0000,3,0.903153,1,0.080383,0
2022-03-22,sh.000001,3249.5428,3279.1127,3239.5323,3259.8619,3253.6857,36119615800,402798964045.8000,3,0.921064,1,0.189822,0
2022-03-23,sh.000001,3264.7923,3279.8868,3251.9817,3271.0325,3259.8619,34987537000,405422033501.5000,3,0.891732,1,0.342671,0
2022-03-24,sh.000001,3256.0573,3266.8866,3236.6592,3250.2644,3271.0325,32900665400,390727516516.5000,3,0.838530,1,-0.634910,0
2022-03-25,sh.000001,3247.1568,3257.1061,3211.6445,3212.2399,3250.2644,34002000600,389770395977.7000,3,0.866594,1,-1.169889,0
2022-03-28,sh.000001,3185.1668,3230.2153,3159.8348,3214.5027,3212.2399,34499487300,374472279969.9000,3,0.879162,1,0.070443,0
2022-03-29,sh.000001,3216.0118,3229.1766,3196.4553,3203.9393,3214.5027,31627364900,363964468654.2000,3,0.805897,1,-0.328617,0
2022-03-30,sh.000001,3217.5921,3266.5959,3216.3023,3266.5959,3203.9393,36675367700,413008941329.0000,3,0.934467,1,1.955611,0
2022-03-31,sh.000001,3256.1369,3272.0400,3246.0630,3252.2029,3266.5959,39843993400,428089033635.3000,3,1.015162,1,-0.440612,0
2022-04-01,sh.000001,3234.6680,3287.2285,3226.2965,3282.7166,3252.2029,37821046000,405675715433.2000,3,0.963521,1,0.938247,0
2022-04-06,sh.000001,3269.4270,3288.1080,3255.6894,3283.4261,3282.7166,42964277900,433556392484.4000,3,1.094343,1,0.021613,0
2022-04-07,sh.000001,3267.8103,3290.2561,3236.4791,3236.6951,3283.4261,40262666000,398081845472.6000,3,1.025530,1,-1.423239,0
2022-04-08,sh.000001,3239.8767,3257.0938,3208.3521,3251.8502,3236.6951,41382679900,414037258374.8000,3,1.053736,1,0.468228,0
2022-04-11,sh.000001,3239.8550,3239.8550,3156.5066,3167.1259,3251.8502,42416018500,435129505094.7000,3,1.079814,1,-2.605418,0
2022-04-12,sh.000001,3165.1197,3214.5359,3140.8998,3213.3295,3167.1259,41832192300,422455849024.5000,3,1.064637,1,1.458849,0
2022-04-13,sh.000001,3199.7972,3225.4670,3183.5330,3186.8244,3213.3295,39115692500,398216898477.4000,3,0.995445,1,-0.824848,0
2022-04-14,sh.000001,3203.6337,3240.0014,3200.2346,3225.6412,3186.8244,37124234400,401191632081.2000,3,0.944759,1,1.218040,0
2022-04-15,sh.000001,3210.6996,3229.8655,3200.1332,3211.2448,3225.6412,40784208200,413498819916.5000,3,1.037725,1,-0.446311,0
2022-04-18,sh.000001,3185.9428,3204.0274,3166.9782,3195.5240,3211.2448,34736512300,366380807917.7000,3,0.883675,1,-0.489555,0
2022-04-19,sh.000001,3192.0924,3207.8276,3174.7138,3194.0287,3195.5240,33994410400,362769876685.7000,3,0.864789,1,-0.046794,0
2022-04-20,sh.000001,3189.8912,3191.8315,3142.0485,3151.0498,3194.0287,36204703700,373572708095.7000,3,0.920834,1,-1.345602,0
2022-04-21,sh.000001,3138.4276,3160.8994,3069.6809,3079.8077,3151.0498,39193469400,396542033946.7000,3,0.996796,1,-2.260900,0
2022-04-22,sh.000001,3058.4044,3105.6552,3049.3555,3086.9193,3079.8077,34200056300,348793631074.8000,3,0.869586,1,0.230911,0
2022-04-25,sh.000001,3034.2667,3043.8156,2928.5096,2928.5118,3086.9193,43360610800,427077210434.4000,3,1.102505,1,-5.131572,0
2022-04-26,sh.000001,2930.4532,2957.6800,2878.2563,2886.4257,2928.5118,40161515400,395985961275.4000,3,1.021048,1,-1.437116,0
2022-04-27,sh.000001,2866.8161,2959.1781,2863.6497,2958.2820,2886.4257,42306019100,422928346515.2000,3,1.075468,1,2.489456,0
2022-04-28,sh.000001,2945.8109,2991.5101,2936.7941,2975.4848,2958.2820,37537177500,388743021897.8000,3,0.954165,1,0.581513,0
2022-04-29,sh.000001,2986.0606,3048.4941,2968.3340,3047.0624,2975.4848,42393279400,440422728847.8000,3,1.077002,1,2.405578,0
2022-05-05,sh.000001,3044.8491,3082.2295,3042.1155,3067.7587,3047.0624,38307287500,409352003238.8000,3,0.973049,1,0.679221,0
2022-05-06,sh.000001,3011.3187,3030.6926,2992.7152,3001.5605,3067.7587,34326421800,346214397719.6000,3,0.871865,1,-2.157869,0
2022-05-09,sh.000001,2990.1990,3015.9425,2983.6119,3004.1409,3001.5605,29206155600,299983258910.4000,3,0.741464,1,0.085969,0
2022-05-10,sh.000001,2965.7759,3043.7789,2957.3968,3035.8442,3004.1409,37066098000,384012598374.9000,3,0.940986,1,1.055320,0
2022-05-11,sh.000001,3035.3893,3100.8998,3034.6745,3058.7027,3035.8442,42399191200,472963382230.8000,3,1.076181,1,0.752954,0
2022-05-12,sh.000001,3044.7997,3072.1574,3032.9452,3054.9940,3058.7027,34444047700,368879652308.0000,3,0.874208,1,-0.121251,0
2022-05-13,sh.000001,3068.0331,3086.0957,3059.2527,3084.2845,3054.9940,33173785200,340942192652.9000,3,0.841904,1,0.958774,0
2022-05-16,sh.000001,3100.5500,3102.5770,3063.3977,3073.7488,3084.2845,33810849200,348957705493.7000,3,0.858200,1,-0.341593,0
2022-05-17,sh.000001,3076.4982,3093.6965,3057.6406,3093.6965,3073.7488,33035653700,351671298470.6000,3,0.838180,1,0.648970,0
2022-05-18,sh.000001,3095.8862,3105.8419,3071.3050,3085.9768,3093.6965,31503792300,338849162214.0000,3,0.799278,1,-0.249530,0
2022-05-19,sh.000001,3046.7104,3096.9648,3042.6742,3096.9648,3085.9768,33660074900,360018210692.0000,3,0.853725,1,0.356062,0
2022-05-20,sh.000001,3107.0941,3146.5673,3107.0941,3146.5673,3096.9648,37233663600,415306218189.0000,3,0.944214,1,1.601649,0
2022-05-23,sh.000001,3150.4898,3150.5093,3127.8986,3146.8573,3146.5673,35337632500,381178569221.6000,3,0.895889,1,0.009216,0
2022-05-24,sh.000001,3149.0590,3153.1299,3070.9272,3070.9272,3146.8573,41631215800,438605376463.8000,3,1.055121,1,-2.412887,0
2022-05-25,sh.000001,3070.1702,3107.6279,3069.9459,3107.4641,3070.9272,34225922700,342322167668.5000,3,0.867249,1,1.189768,0
2022-05-26,sh.000001,3111.4817,3133.2767,3079.4812,3123.1079,3107.4641,37030551800,377364655262.0000,3,0.938172,1,0.503427,0
2022-05-27,sh.000001,3135.0315,3151.0470,3112.5443,3130.2394,3123.1079,35946386600,372631595527.1000,3,0.910627,1,0.228346,0
2022-05-30,sh.000001,3141.9560,3150.8923,3123.1495,3149.0607,3130.2394,34936228500,376667694193.1000,3,0.883622,1,0.601274,0
2022-05-31,sh.000001,3149.9443,3188.6026,3142.0044,3186.4271,3149.0607,37452326500,432528021880.2000,3,0.947075,1,1.186589,0
2022-06-01,sh.000001,3179.6949,3190.6094,3160.0399,3182.1566,3186.4271,36566443200,402419941241.2000,3,0.924423,1,-0.134022,0
2022-06-02,sh.000001,3170.3055,3197.2818,3163.7555,3195.4580,3182.1566,36177063200,413729263916.9000,3,0.914356,1,0.418000,0
2022-06-06,sh.000001,3196.9552,3237.0710,3181.6470,3236.3719,3195.4580,42202783500,517314346904.0000,3,1.065908,1,1.280377,0
2022-06-07,sh.000001,3235.4160,3253.0930,3222.6354,3241.7635,3236.3719,40220322000,482203196909.9000,3,1.015754,1,0.166594,0
2022-06-08,sh.000001,3245.0173,3266.6298,3216.0148,3263.7934,3241.7635,43418327000,508408534896.8000,3,1.096122,1,0.679565,0
2022-06-09,sh.000001,3259.4899,3270.5571,3223.4751,3238.9543,3263.7934,42272837200,468458214289.7000,3,1.066772,1,-0.761050,0
2022-06-10,sh.000001,3214.1848,3286.6195,3210.8083,3284.8341,3238.9543,43986573000,504153681088.1000,3,1.107506,1,1.416500,0
2022-06-13,sh.000001,3256.2750,3272.9906,3229.3089,3255.5511,3284.8341,43857831200,511966171759.0000,3,1.101532,1,-0.891461,0
2022-06-14,sh.000001,3224.2141,3289.1343,3195.8192,3288.9066,3255.5511,45038818700,513844989478.5000,3,1.131155,1,1.024573,0
2022-06-15,sh.000001,3289.1036,3358.5453,3288.8512,3305.4066,3288.9066,55058413100,621972527662.7000,3,1.382497,1,0.501686,0
2022-06-16,sh.000001,3306.8353,3319.6890,3277.5306,3285.3845,3305.4066,43322086800,506053993841.4000,3,1.087674,1,-0.605738,0
2022-06-17,sh.000001,3265.5124,3323.2797,3262.8936,3316.7857,3285.3845,39530070000,497252170221.9000,3,0.992287,1,0.955785,0
2022-06-20,sh.000001,3315.7833,3333.9025,3292.9279,3315.4302,3316.7857,41346041000,527751758046.3000,3,1.037108,1,-0.040868,0
2022-06-21,sh.000001,3313.7874,3329.3900,3279.8269,3306.7186,3315.4302,39445689100,471793645369.8000,3,0.989328,1,-0.262759,0
2022-06-22,sh.000001,3309.1184,3311.0209,3266.5427,3267.2016,3306.7186,37552978200,440850994256.2000,3,0.941149,1,-1.195052,0
2022-06-23,sh.000001,3269.0545,3320.1487,3262.2939,3320.1487,3267.2016,40061421100,474200107521.5000,3,1.003817,1,1.620564,0
2022-06-24,sh.000001,3324.7360,3356.7145,3322.9496,3349.7470,3320.1487,39081973400,509615998469.1000,3,0.979118,1,0.891475,0
2022-06-27,sh.000001,3364.0030,3393.3091,3364.0030,3379.1852,3349.7470,41411773800,541573846134.1000,3,1.034795,1,0.878819,0
2022-06-28,sh.000001,3377.6793,3412.1017,3358.8666,3409.2103,3379.1852,41205651600,525512509334.6000,3,1.028635,1,0.888531,0
2022-06-29,sh.000001,3399.6779,3414.6467,3358.4676,3361.5177,3409.2103,44057355900,561306976812.3000,3,1.099728,1,-1.398934,0
2022-06-30,sh.000001,3358.9338,3417.0085,3358.9338,3398.6161,3361.5177,38124317800,510307202947.5000,3,0.951311,1,1.103621,0
2022-07-01,sh.000001,3400.2616,3404.0523,3378.3621,3387.6373,3398.6161,35048929900,458435288455.9000,3,0.874399,1,-0.323037,0
2022-07-04,sh.000001,3381.8194,3405.6185,3364.0947,3405.4267,3387.6373,35773791900,489347955346.8000,3,0.892445,1,0.525127,0
2022-07-05,sh.000001,3411.1297,3424.8366,3372.0623,3404.0252,3405.4267,41169967200,516605703877.7000,3,1.026496,1,-0.041155,0
